,utc_timestamp,cet_cest_timestamp,DE_KN_residential4_dishwasher,DE_KN_residential4_ev,DE_KN_residential4_freezer,DE_KN_residential4_grid_import,DE_KN_residential4_heat_pump,DE_KN_residential4_refrigerator,DE_KN_residential4_washing_machine
1356,2015-11-29T14:00:00Z,2015-11-29T15:00:00+0100,16.5554,147.0988,24.6974,2288.63182586,556.65586293,22.7976,16.5554
1357,2015-11-29T15:00:00Z,2015-11-29T16:00:00+0100,16.5676,147.2072,24.7156,2289.20069424,557.45774712,22.8144,16.5676
1358,2015-11-29T16:00:00Z,2015-11-29T17:00:00+0100,16.5798,147.3156,24.7338,2289.76912558,558.25931279,22.8312,16.5798
1359,2015-11-29T17:00:00Z,2015-11-29T18:00:00+0100,16.592,147.424,24.752,2290.33712,559.06056,22.848,16.592
1360,2015-11-29T18:00:00Z,2015-11-29T19:00:00+0100,16.6042,147.5324,24.7702,2290.90467762,559.86148881,22.8648,16.6042
1361,2015-11-29T19:00:00Z,2015-11-29T20:00:00+0100,16.6164,147.6408,24.7884,2291.47179856,560.66209928,22.8816,16.6164
1362,2015-11-29T20:00:00Z,2015-11-29T21:00:00+0100,16.6286,147.7492,24.8066,2292.03848294,561.46239147,22.8984,16.6286
1363,2015-11-29T21:00:00Z,2015-11-29T22:00:00+0100,16.6408,147.8576,24.8248,2292.60473088,562.26236544,22.9152,16.6408
1364,2015-11-29T22:00:00Z,2015-11-29T23:00:00+0100,16.653,147.966,24.843,2293.1705425,563.06202125,22.932,16.653
1365,2015-11-29T23:00:00Z,2015-11-30T00:00:00+0100,16.6652,148.0744,24.8612,2293.73591792,563.86135896,22.9488,16.6652
1366,2015-11-30T00:00:00Z,2015-11-30T01:00:00+0100,16.6774,148.1828,24.8794,2294.30085726,564.66037863,22.9656,16.6774
1367,2015-11-30T01:00:00Z,2015-11-30T02:00:00+0100,16.6896,148.2912,24.8976,2294.86536064,565.45908032,22.9824,16.6896
1368,2015-11-30T02:00:00Z,2015-11-30T03:00:00+0100,16.7018,148.3996,24.9158,2295.42942818,566.25746409,22.9992,16.7018
1369,2015-11-30T03:00:00Z,2015-11-30T04:00:00+0100,16.714,148.508,24.934,2295.99306,567.05553,23.016,16.714
1370,2015-11-30T04:00:00Z,2015-11-30T05:00:00+0100,16.7262,148.6164,24.9522,2296.55625622,567.85327811,23.0328,16.7262
1371,2015-11-30T05:00:00Z,2015-11-30T06:00:00+0100,16.7384,148.7248,24.9704,2297.11901696,568.65070848,23.0496,16.7384
1372,2015-11-30T06:00:00Z,2015-11-30T07:00:00+0100,16.7506,148.8332,24.9886,2297.68134234,569.44782117,23.0664,16.7506
1373,2015-11-30T07:00:00Z,2015-11-30T08:00:00+0100,16.7628,148.9416,25.0068,2298.24323248,570.24461624,23.0832,16.7628
1374,2015-11-30T08:00:00Z,2015-11-30T09:00:00+0100,16.775,149.05,25.025,2298.8046875,571.04109375,23.1,16.775
1375,2015-11-30T09:00:00Z,2015-11-30T10:00:00+0100,16.7872,149.1584,25.0432,2299.36570752,571.83725376,23.1168,16.7872
1376,2015-11-30T10:00:00Z,2015-11-30T11:00:00+0100,16.7994,149.2668,25.0614,2299.92629266,572.63309633,23.1336,16.7994
1377,2015-11-30T11:00:00Z,2015-11-30T12:00:00+0100,16.8116,149.3752,25.0796,2300.48644304,573.42862152,23.1504,16.8116
1378,2015-11-30T12:00:00Z,2015-11-30T13:00:00+0100,16.8238,149.4836,25.0978,2301.04615878,574.22382939,23.1672,16.8238
1379,2015-11-30T13:00:00Z,2015-11-30T14:00:00+0100,16.836,149.592,25.116,2301.60544,575.01872,23.184,16.836
1380,2015-11-30T14:00:00Z,2015-11-30T15:00:00+0100,16.8482,149.7004,25.1342,2302.16428682,575.81329341,23.2008,16.8482
1381,2015-11-30T15:00:00Z,2015-11-30T16:00:00+0100,16.8604,149.8088,25.1524,2302.72269936,576.60754968,23.2176,16.8604
1382,2015-11-30T16:00:00Z,2015-11-30T17:00:00+0100,16.8726,149.9172,25.1706,2303.28067774,577.40148887,23.2344,16.8726
1383,2015-11-30T17:00:00Z,2015-11-30T18:00:00+0100,16.8848,150.0256,25.1888,2303.83822208,578.19511104,23.2512,16.8848
1384,2015-11-30T18:00:00Z,2015-11-30T19:00:00+0100,16.897,150.134,25.207,2304.3953325,578.98841625,23.268,16.897
1385,2015-11-30T19:00:00Z,2015-11-30T20:00:00+0100,16.9092,150.2424,25.2252,2304.95200912,579.78140456,23.2848,16.9092
1386,2015-11-30T20:00:00Z,2015-11-30T21:00:00+0100,16.9214,150.3508,25.2434,2305.50825206,580.57407603,23.3016,16.9214
1387,2015-11-30T21:00:00Z,2015-11-30T22:00:00+0100,16.9336,150.4592,25.2616,2306.06406144,581.36643072,23.3184,16.9336
1388,2015-11-30T22:00:00Z,2015-11-30T23:00:00+0100,16.9458,150.5676,25.2798,2306.61943738,582.15846869,23.3352,16.9458
1389,2015-11-30T23:00:00Z,2015-12-01T00:00:00+0100,16.958,150.676,25.298,2307.17438,582.95019,23.352,16.958
1390,2015-12-01T00:00:00Z,2015-12-01T01:00:00+0100,16.9702,150.7844,25.3162,2307.72888942,583.74159471,23.3688,16.9702
1391,2015-12-01T01:00:00Z,2015-12-01T02:00:00+0100,16.9824,150.8928,25.3344,2308.28296576,584.53268288,23.3856,16.9824
1392,2015-12-01T02:00:00Z,2015-12-01T03:00:00+0100,16.9946,151.0012,25.3526,2308.83660914,585.32345457,23.4024,16.9946
1393,2015-12-01T03:00:00Z,2015-12-01T04:00:00+0100,17.0068,151.1096,25.3708,2309.38981968,586.11390984,23.4192,17.0068
1394,2015-12-01T04:00:00Z,2015-12-01T05:00:00+0100,17.019,151.218,25.389,2309.9425975,586.90404875,23.436,17.019
1395,2015-12-01T05:00:00Z,2015-12-01T06:00:00+0100,17.0312,151.3264,25.4072,2310.49494272,587.69387136,23.4528,17.0312
1396,2015-12-01T06:00:00Z,2015-12-01T07:00:00+0100,17.0434,151.4348,25.4254,2311.04685546,588.48337773,23.4696,17.0434
1397,2015-12-01T07:00:00Z,2015-12-01T08:00:00+0100,17.0556,151.5432,25.4436,2311.59833584,589.27256792,23.4864,17.0556
1398,2015-12-01T08:00:00Z,2015-12-01T09:00:00+0100,17.0678,151.6516,25.4618,2312.14938398,590.06144199,23.5032,17.0678
1399,2015-12-01T09:00:00Z,2015-12-01T10:00:00+0100,17.08,151.76,25.48,2312.7,590.85,23.52,17.08
1400,2015-12-01T10:00:00Z,2015-12-01T11:00:00+0100,17.0922,151.8684,25.4982,2313.25018402,591.63824201,23.5368,17.0922
1401,2015-12-01T11:00:00Z,2015-12-01T12:00:00+0100,17.1044,151.9768,25.5164,2313.79993616,592.42616808,23.5536,17.1044
1402,2015-12-01T12:00:00Z,2015-12-01T13:00:00+0100,17.1166,152.0852,25.5346,2314.34925654,593.21377827,23.5704,17.1166
1403,2015-12-01T13:00:00Z,2015-12-01T14:00:00+0100,17.1288,152.1936,25.5528,2314.89814528,594.00107264,23.5872,17.1288
1404,2015-12-01T14:00:00Z,2015-12-01T15:00:00+0100,17.141,152.302,25.571,2315.4466025,594.78805125,23.604,17.141
1405,2015-12-01T15:00:00Z,2015-12-01T16:00:00+0100,17.1532,152.4104,25.5892,2315.99462832,595.57471416,23.6208,17.1532
1406,2015-12-01T16:00:00Z,2015-12-01T17:00:00+0100,17.1654,152.5188,25.6074,2316.54222286,596.36106143,23.6376,17.1654
1407,2015-12-01T17:00:00Z,2015-12-01T18:00:00+0100,17.1776,152.6272,25.6256,2317.08938624,597.14709312,23.6544,17.1776
1408,2015-12-01T18:00:00Z,2015-12-01T19:00:00+0100,17.1898,152.7356,25.6438,2317.63611858,597.93280929,23.6712,17.1898
1409,2015-12-01T19:00:00Z,2015-12-01T20:00:00+0100,17.202,152.844,25.662,2318.18242,598.71821,23.688,17.202
1410,2015-12-01T20:00:00Z,2015-12-01T21:00:00+0100,17.2142,152.9524,25.6802,2318.72829062,599.50329531,23.7048,17.2142
1411,2015-12-01T21:00:00Z,2015-12-01T22:00:00+0100,17.2264,153.0608,25.6984,2319.27373056,600.28806528,23.7216,17.2264
1412,2015-12-01T22:00:00Z,2015-12-01T23:00:00+0100,17.2386,153.1692,25.7166,2319.81873994,601.07251997,23.7384,17.2386
1413,2015-12-01T23:00:00Z,2015-12-02T00:00:00+0100,17.2508,153.2776,25.7348,2320.36331888,601.85665944,23.7552,17.2508
1414,2015-12-02T00:00:00Z,2015-12-02T01:00:00+0100,17.263,153.386,25.753,2320.9074675,602.64048375,23.772,17.263
1415,2015-12-02T01:00:00Z,2015-12-02T02:00:00+0100,17.2752,153.4944,25.7712,2321.45118592,603.42399296,23.7888,17.2752
1416,2015-12-02T02:00:00Z,2015-12-02T03:00:00+0100,17.2874,153.6028,25.7894,2321.99447426,604.20718713,23.8056,17.2874
1417,2015-12-02T03:00:00Z,2015-12-02T04:00:00+0100,17.2996,153.7112,25.8076,2322.53733264,604.99006632,23.8224,17.2996
1418,2015-12-02T04:00:00Z,2015-12-02T05:00:00+0100,17.3118,153.8196,25.8258,2323.07976118,605.77263059,23.8392,17.3118
1419,2015-12-02T05:00:00Z,2015-12-02T06:00:00+0100,17.324,153.928,25.844,2323.62176,606.55488,23.856,17.324
1420,2015-12-02T06:00:00Z,2015-12-02T07:00:00+0100,17.3362,154.0364,25.8622,2324.16332922,607.33681461,23.8728,17.3362
1421,2015-12-02T07:00:00Z,2015-12-02T08:00:00+0100,17.3484,154.1448,25.8804,2324.70446896,608.11843448,23.8896,17.3484
1422,2015-12-02T08:00:00Z,2015-12-02T09:00:00+0100,17.3606,154.2532,25.8986,2325.24517934,608.89973967,23.9064,17.3606
1423,2015-12-02T09:00:00Z,2015-12-02T10:00:00+0100,17.3728,154.3616,25.9168,2325.78546048,609.68073024,23.9232,17.3728
1424,2015-12-02T10:00:00Z,2015-12-02T11:00:00+0100,17.385,154.47,25.935,2326.3253125,610.46140625,23.94,17.385
1425,2015-12-02T11:00:00Z,2015-12-02T12:00:00+0100,17.3972,154.5784,25.9532,2326.86473552,611.24176776,23.9568,17.3972
1426,2015-12-02T12:00:00Z,2015-12-02T13:00:00+0100,17.4094,154.6868,25.9714,2327.40372966,612.02181483,23.9736,17.4094
1427,2015-12-02T13:00:00Z,2015-12-02T14:00:00+0100,17.4216,154.7952,25.9896,2327.94229504,612.80154752,23.9904,17.4216
1428,2015-12-02T14:00:00Z,2015-12-02T15:00:00+0100,17.4338,154.9036,26.0078,2328.48043178,613.58096589,24.0072,17.4338
1429,2015-12-02T15:00:00Z,2015-12-02T16:00:00+0100,17.446,155.012,26.026,2329.01814,614.36007,24.024,17.446
1430,2015-12-02T16:00:00Z,2015-12-02T17:00:00+0100,17.4582,155.1204,26.0442,2329.55541982,615.13885991,24.0408,17.4582
1431,2015-12-02T17:00:00Z,2015-12-02T18:00:00+0100,17.4704,155.2288,26.0624,2330.09227136,615.91733568,24.0576,17.4704
1432,2015-12-02T18:00:00Z,2015-12-02T19:00:00+0100,17.4826,155.3372,26.0806,2330.62869474,616.69549737,24.0744,17.4826
1433,2015-12-02T19:00:00Z,2015-12-02T20:00:00+0100,17.4948,155.4456,26.0988,2331.16469008,617.47334504,24.0912,17.4948
1434,2015-12-02T20:00:00Z,2015-12-02T21:00:00+0100,17.507,155.554,26.117,2331.7002575,618.25087875,24.108,17.507
1435,2015-12-02T21:00:00Z,2015-12-02T22:00:00+0100,17.5192,155.6624,26.1352,2332.23539712,619.02809856,24.1248,17.5192
1436,2015-12-02T22:00:00Z,2015-12-02T23:00:00+0100,17.5314,155.7708,26.1534,2332.77010906,619.80500453,24.1416,17.5314
1437,2015-12-02T23:00:00Z,2015-12-03T00:00:00+0100,17.5436,155.8792,26.1716,2333.30439344,620.58159672,24.1584,17.5436
1438,2015-12-03T00:00:00Z,2015-12-03T01:00:00+0100,17.5558,155.9876,26.1898,2333.83825038,621.35787519,24.1752,17.5558
1439,2015-12-03T01:00:00Z,2015-12-03T02:00:00+0100,17.568,156.096,26.208,2334.37168,622.13384,24.192,17.568
1440,2015-12-03T02:00:00Z,2015-12-03T03:00:00+0100,17.5802,156.2044,26.2262,2334.90468242,622.90949121,24.2088,17.5802
1441,2015-12-03T03:00:00Z,2015-12-03T04:00:00+0100,17.5924,156.3128,26.2444,2335.43725776,623.68482888,24.2256,17.5924
1442,2015-12-03T04:00:00Z,2015-12-03T05:00:00+0100,17.6046,156.4212,26.2626,2335.96940614,624.45985307,24.2424,17.6046
1443,2015-12-03T05:00:00Z,2015-12-03T06:00:00+0100,17.6168,156.5296,26.2808,2336.50112768,625.23456384,24.2592,17.6168
1444,2015-12-03T06:00:00Z,2015-12-03T07:00:00+0100,17.629,156.638,26.299,2337.0324225,626.00896125,24.276,17.629
1445,2015-12-03T07:00:00Z,2015-12-03T08:00:00+0100,17.6412,156.7464,26.3172,2337.56329072,626.78304536,24.2928,17.6412
1446,2015-12-03T08:00:00Z,2015-12-03T09:00:00+0100,17.6534,156.8548,26.3354,2338.09373246,627.55681623,24.3096,17.6534
1447,2015-12-03T09:00:00Z,2015-12-03T10:00:00+0100,17.6656,156.9632,26.3536,2338.62374784,628.33027392,24.3264,17.6656
1448,2015-12-03T10:00:00Z,2015-12-03T11:00:00+0100,17.6778,157.0716,26.3718,2339.15333698,629.10341849,24.3432,17.6778
1449,2015-12-03T11:00:00Z,2015-12-03T12:00:00+0100,17.69,157.18,26.39,2339.6825,629.87625,24.36,17.69
1450,2015-12-03T12:00:00Z,2015-12-03T13:00:00+0100,17.7022,157.2884,26.4082,2340.21123702,630.64876851,24.3768,17.7022
1451,2015-12-03T13:00:00Z,2015-12-03T14:00:00+0100,17.7144,157.3968,26.4264,2340.73954816,631.42097408,24.3936,17.7144
1452,2015-12-03T14:00:00Z,2015-12-03T15:00:00+0100,17.7266,157.5052,26.4446,2341.26743354,632.19286677,24.4104,17.7266
1453,2015-12-03T15:00:00Z,2015-12-03T16:00:00+0100,17.7388,157.6136,26.4628,2341.79489328,632.96444664,24.4272,17.7388
1454,2015-12-03T16:00:00Z,2015-12-03T17:00:00+0100,17.751,157.722,26.481,2342.3219275,633.73571375,24.444,17.751
1455,2015-12-03T17:00:00Z,2015-12-03T18:00:00+0100,17.7632,157.8304,26.4992,2342.84853632,634.50666816,24.4608,17.7632
1456,2015-12-03T18:00:00Z,2015-12-03T19:00:00+0100,17.7754,157.9388,26.5174,2343.37471986,635.27730993,24.4776,17.7754
1457,2015-12-03T19:00:00Z,2015-12-03T20:00:00+0100,17.7876,158.0472,26.5356,2343.90047824,636.04763912,24.4944,17.7876
1458,2015-12-03T20:00:00Z,2015-12-03T21:00:00+0100,17.7998,158.1556,26.5538,2344.42581158,636.81765579,24.5112,17.7998
1459,2015-12-03T21:00:00Z,2015-12-03T22:00:00+0100,17.812,158.264,26.572,2344.95072,637.58736,24.528,17.812
1460,2015-12-03T22:00:00Z,2015-12-03T23:00:00+0100,17.8242,158.3724,26.5902,2345.47520362,638.35675181,24.5448,17.8242
1461,2015-12-03T23:00:00Z,2015-12-04T00:00:00+0100,17.8364,158.4808,26.6084,2345.99926256,639.12583128,24.5616,17.8364
1462,2015-12-04T00:00:00Z,2015-12-04T01:00:00+0100,17.8486,158.5892,26.6266,2346.52289694,639.89459847,24.5784,17.8486
1463,2015-12-04T01:00:00Z,2015-12-04T02:00:00+0100,17.8608,158.6976,26.6448,2347.04610688,640.66305344,24.5952,17.8608
1464,2015-12-04T02:00:00Z,2015-12-04T03:00:00+0100,17.873,158.806,26.663,2347.5688925,641.43119625,24.612,17.873
1465,2015-12-04T03:00:00Z,2015-12-04T04:00:00+0100,17.8852,158.9144,26.6812,2348.09125392,642.19902696,24.6288,17.8852
1466,2015-12-04T04:00:00Z,2015-12-04T05:00:00+0100,17.8974,159.0228,26.6994,2348.61319126,642.96654563,24.6456,17.8974
1467,2015-12-04T05:00:00Z,2015-12-04T06:00:00+0100,17.9096,159.1312,26.7176,2349.13470464,643.73375232,24.6624,17.9096
1468,2015-12-04T06:00:00Z,2015-12-04T07:00:00+0100,17.9218,159.2396,26.7358,2349.65579418,644.50064709,24.6792,17.9218
1469,2015-12-04T07:00:00Z,2015-12-04T08:00:00+0100,17.934,159.348,26.754,2350.17646,645.26723,24.696,17.934
1470,2015-12-04T08:00:00Z,2015-12-04T09:00:00+0100,17.9462,159.4564,26.7722,2350.69670222,646.03350111,24.7128,17.9462
1471,2015-12-04T09:00:00Z,2015-12-04T10:00:00+0100,17.9584,159.5648,26.7904,2351.21652096,646.79946048,24.7296,17.9584
1472,2015-12-04T10:00:00Z,2015-12-04T11:00:00+0100,17.9706,159.6732,26.8086,2351.73591634,647.56510817,24.7464,17.9706
1473,2015-12-04T11:00:00Z,2015-12-04T12:00:00+0100,17.9828,159.7816,26.8268,2352.25488848,648.33044424,24.7632,17.9828
1474,2015-12-04T12:00:00Z,2015-12-04T13:00:00+0100,17.995,159.89,26.845,2352.7734375,649.09546875,24.78,17.995
1475,2015-12-04T13:00:00Z,2015-12-04T14:00:00+0100,18.0072,159.9984,26.8632,2353.29156352,649.86018176,24.7968,18.0072
1476,2015-12-04T14:00:00Z,2015-12-04T15:00:00+0100,18.0194,160.1068,26.8814,2353.80926666,650.62458333,24.8136,18.0194
1477,2015-12-04T15:00:00Z,2015-12-04T16:00:00+0100,18.0316,160.2152,26.8996,2354.32654704,651.38867352,24.8304,18.0316
1478,2015-12-04T16:00:00Z,2015-12-04T17:00:00+0100,18.0438,160.3236,26.9178,2354.84340478,652.15245239,24.8472,18.0438
1479,2015-12-04T17:00:00Z,2015-12-04T18:00:00+0100,18.056,160.432,26.936,2355.35984,652.91592,24.864,18.056
1480,2015-12-04T18:00:00Z,2015-12-04T19:00:00+0100,18.0682,160.5404,26.9542,2355.87585282,653.67907641,24.8808,18.0682
1481,2015-12-04T19:00:00Z,2015-12-04T20:00:00+0100,18.0804,160.6488,26.9724,2356.39144336,654.44192168,24.8976,18.0804
1482,2015-12-04T20:00:00Z,2015-12-04T21:00:00+0100,18.0926,160.7572,26.9906,2356.90661174,655.20445587,24.9144,18.0926
1483,2015-12-04T21:00:00Z,2015-12-04T22:00:00+0100,18.1048,160.8656,27.0088,2357.42135808,655.96667904,24.9312,18.1048
1484,2015-12-04T22:00:00Z,2015-12-04T23:00:00+0100,18.117,160.974,27.027,2357.9356825,656.72859125,24.948,18.117
1485,2015-12-04T23:00:00Z,2015-12-05T00:00:00+0100,18.1292,161.0824,27.0452,2358.44958512,657.49019256,24.9648,18.1292
1486,2015-12-05T00:00:00Z,2015-12-05T01:00:00+0100,18.1414,161.1908,27.0634,2358.96306606,658.25148303,24.9816,18.1414
1487,2015-12-05T01:00:00Z,2015-12-05T02:00:00+0100,18.1536,161.2992,27.0816,2359.47612544,659.01246272,24.9984,18.1536
1488,2015-12-05T02:00:00Z,2015-12-05T03:00:00+0100,18.1658,161.4076,27.0998,2359.98876338,659.77313169,25.0152,18.1658
1489,2015-12-05T03:00:00Z,2015-12-05T04:00:00+0100,18.178,161.516,27.118,2360.50098,660.53349,25.032,18.178
1490,2015-12-05T04:00:00Z,2015-12-05T05:00:00+0100,18.1902,161.6244,27.1362,2361.01277542,661.29353771,25.0488,18.1902
1491,2015-12-05T05:00:00Z,2015-12-05T06:00:00+0100,18.2024,161.7328,27.1544,2361.52414976,662.05327488,25.0656,18.2024
1492,2015-12-05T06:00:00Z,2015-12-05T07:00:00+0100,18.2146,161.8412,27.1726,2362.03510314,662.81270157,25.0824,18.2146
1493,2015-12-05T07:00:00Z,2015-12-05T08:00:00+0100,18.2268,161.9496,27.1908,2362.54563568,663.57181784,25.0992,18.2268
1494,2015-12-05T08:00:00Z,2015-12-05T09:00:00+0100,18.239,162.058,27.209,2363.0557475,664.33062375,25.116,18.239
1495,2015-12-05T09:00:00Z,2015-12-05T10:00:00+0100,18.2512,162.1664,27.2272,2363.56543872,665.08911936,25.1328,18.2512
1496,2015-12-05T10:00:00Z,2015-12-05T11:00:00+0100,18.2634,162.2748,27.2454,2364.07470946,665.84730473,25.1496,18.2634
1497,2015-12-05T11:00:00Z,2015-12-05T12:00:00+0100,18.2756,162.3832,27.2636,2364.58355984,666.60517992,25.1664,18.2756
1498,2015-12-05T12:00:00Z,2015-12-05T13:00:00+0100,18.2878,162.4916,27.2818,2365.09198998,667.36274499,25.1832,18.2878
1499,2015-12-05T13:00:00Z,2015-12-05T14:00:00+0100,18.3,162.6,27.3,2365.6,668.12,25.2,18.3
1500,2015-12-05T14:00:00Z,2015-12-05T15:00:00+0100,18.3122,162.7084,27.3182,2366.10759002,668.87694501,25.2168,18.3122
1501,2015-12-05T15:00:00Z,2015-12-05T16:00:00+0100,18.3244,162.8168,27.3364,2366.61476016,669.63358008,25.2336,18.3244
1502,2015-12-05T16:00:00Z,2015-12-05T17:00:00+0100,18.3366,162.9252,27.3546,2367.12151054,670.38990527,25.2504,18.3366
1503,2015-12-05T17:00:00Z,2015-12-05T18:00:00+0100,18.3488,163.0336,27.3728,2367.62784128,671.14592064,25.2672,18.3488
1504,2015-12-05T18:00:00Z,2015-12-05T19:00:00+0100,18.361,163.142,27.391,2368.1337525,671.90162625,25.284,18.361
1505,2015-12-05T19:00:00Z,2015-12-05T20:00:00+0100,18.3732,163.2504,27.4092,2368.63924432,672.65702216,25.3008,18.3732
1506,2015-12-05T20:00:00Z,2015-12-05T21:00:00+0100,18.3854,163.3588,27.4274,2369.14431686,673.41210843,25.3176,18.3854
1507,2015-12-05T21:00:00Z,2015-12-05T22:00:00+0100,18.3976,163.4672,27.4456,2369.64897024,674.16688512,25.3344,18.3976
1508,2015-12-05T22:00:00Z,2015-12-05T23:00:00+0100,18.4098,163.5756,27.4638,2370.15320458,674.92135229,25.3512,18.4098
1509,2015-12-05T23:00:00Z,2015-12-06T00:00:00+0100,18.422,163.684,27.482,2370.65702,675.67551,25.368,18.422
1510,2015-12-06T00:00:00Z,2015-12-06T01:00:00+0100,18.4342,163.7924,27.5002,2371.16041662,676.42935831,25.3848,18.4342
1511,2015-12-06T01:00:00Z,2015-12-06T02:00:00+0100,18.4464,163.9008,27.5184,2371.66339456,677.18289728,25.4016,18.4464
1512,2015-12-06T02:00:00Z,2015-12-06T03:00:00+0100,18.4586,164.0092,27.5366,2372.16595394,677.93612697,25.4184,18.4586
1513,2015-12-06T03:00:00Z,2015-12-06T04:00:00+0100,18.4708,164.1176,27.5548,2372.66809488,678.68904744,25.4352,18.4708
1514,2015-12-06T04:00:00Z,2015-12-06T05:00:00+0100,18.483,164.226,27.573,2373.1698175,679.44165875,25.452,18.483
1515,2015-12-06T05:00:00Z,2015-12-06T06:00:00+0100,18.4952,164.3344,27.5912,2373.67112192,680.19396096,25.4688,18.4952
1516,2015-12-06T06:00:00Z,2015-12-06T07:00:00+0100,18.5074,164.4428,27.6094,2374.17200826,680.94595413,25.4856,18.5074
1517,2015-12-06T07:00:00Z,2015-12-06T08:00:00+0100,18.5196,164.5512,27.6276,2374.67247664,681.69763832,25.5024,18.5196
1518,2015-12-06T08:00:00Z,2015-12-06T09:00:00+0100,18.5318,164.6596,27.6458,2375.17252718,682.44901359,25.5192,18.5318
1519,2015-12-06T09:00:00Z,2015-12-06T10:00:00+0100,18.544,164.768,27.664,2375.67216,683.20008,25.536,18.544
1520,2015-12-06T10:00:00Z,2015-12-06T11:00:00+0100,18.5562,164.8764,27.6822,2376.17137522,683.95083761,25.5528,18.5562
1521,2015-12-06T11:00:00Z,2015-12-06T12:00:00+0100,18.5684,164.9848,27.7004,2376.67017296,684.70128648,25.5696,18.5684
1522,2015-12-06T12:00:00Z,2015-12-06T13:00:00+0100,18.5806,165.0932,27.7186,2377.16855334,685.45142667,25.5864,18.5806
1523,2015-12-06T13:00:00Z,2015-12-06T14:00:00+0100,18.5928,165.2016,27.7368,2377.66651648,686.20125824,25.6032,18.5928
1524,2015-12-06T14:00:00Z,2015-12-06T15:00:00+0100,18.605,165.31,27.755,2378.1640625,686.95078125,25.62,18.605
1525,2015-12-06T15:00:00Z,2015-12-06T16:00:00+0100,18.6172,165.4184,27.7732,2378.66119152,687.69999576,25.6368,18.6172
1526,2015-12-06T16:00:00Z,2015-12-06T17:00:00+0100,18.6294,165.5268,27.7914,2379.15790366,688.44890183,25.6536,18.6294
1527,2015-12-06T17:00:00Z,2015-12-06T18:00:00+0100,18.6416,165.6352,27.8096,2379.65419904,689.19749952,25.6704,18.6416
1528,2015-12-06T18:00:00Z,2015-12-06T19:00:00+0100,18.6538,165.7436,27.8278,2380.15007778,689.94578889,25.6872,18.6538
1529,2015-12-06T19:00:00Z,2015-12-06T20:00:00+0100,18.666,165.852,27.846,2380.64554,690.69377,25.704,18.666
1530,2015-12-06T20:00:00Z,2015-12-06T21:00:00+0100,18.6782,165.9604,27.8642,2381.14058582,691.44144291,25.7208,18.6782
1531,2015-12-06T21:00:00Z,2015-12-06T22:00:00+0100,18.6904,166.0688,27.8824,2381.63521536,692.18880768,25.7376,18.6904
1532,2015-12-06T22:00:00Z,2015-12-06T23:00:00+0100,18.7026,166.1772,27.9006,2382.12942874,692.93586437,25.7544,18.7026
1533,2015-12-06T23:00:00Z,2015-12-07T00:00:00+0100,18.7148,166.2856,27.9188,2382.62322608,693.68261304,25.7712,18.7148
1534,2015-12-07T00:00:00Z,2015-12-07T01:00:00+0100,18.727,166.394,27.937,2383.1166075,694.42905375,25.788,18.727
1535,2015-12-07T01:00:00Z,2015-12-07T02:00:00+0100,18.7392,166.5024,27.9552,2383.60957312,695.17518656,25.8048,18.7392
1536,2015-12-07T02:00:00Z,2015-12-07T03:00:00+0100,18.7514,166.6108,27.9734,2384.10212306,695.92101153,25.8216,18.7514
1537,2015-12-07T03:00:00Z,2015-12-07T04:00:00+0100,18.7636,166.7192,27.9916,2384.59425744,696.66652872,25.8384,18.7636
1538,2015-12-07T04:00:00Z,2015-12-07T05:00:00+0100,18.7758,166.8276,28.0098,2385.08597638,697.41173819,25.8552,18.7758
1539,2015-12-07T05:00:00Z,2015-12-07T06:00:00+0100,18.788,166.936,28.028,2385.57728,698.15664,25.872,18.788
1540,2015-12-07T06:00:00Z,2015-12-07T07:00:00+0100,18.8002,167.0444,28.0462,2386.06816842,698.90123421,25.8888,18.8002
1541,2015-12-07T07:00:00Z,2015-12-07T08:00:00+0100,18.8124,167.1528,28.0644,2386.55864176,699.64552088,25.9056,18.8124
1542,2015-12-07T08:00:00Z,2015-12-07T09:00:00+0100,18.8246,167.2612,28.0826,2387.04870014,700.38950007,25.9224,18.8246
1543,2015-12-07T09:00:00Z,2015-12-07T10:00:00+0100,18.8368,167.3696,28.1008,2387.53834368,701.13317184,25.9392,18.8368
1544,2015-12-07T10:00:00Z,2015-12-07T11:00:00+0100,18.849,167.478,28.119,2388.0275725,701.87653625,25.956,18.849
1545,2015-12-07T11:00:00Z,2015-12-07T12:00:00+0100,18.8612,167.5864,28.1372,2388.51638672,702.61959336,25.9728,18.8612
1546,2015-12-07T12:00:00Z,2015-12-07T13:00:00+0100,18.8734,167.6948,28.1554,2389.00478646,703.36234323,25.9896,18.8734
1547,2015-12-07T13:00:00Z,2015-12-07T14:00:00+0100,18.8856,167.8032,28.1736,2389.49277184,704.10478592,26.0064,18.8856
1548,2015-12-07T14:00:00Z,2015-12-07T15:00:00+0100,18.8978,167.9116,28.1918,2389.98034298,704.84692149,26.0232,18.8978
1549,2015-12-07T15:00:00Z,2015-12-07T16:00:00+0100,18.91,168.02,28.21,2390.4675,705.58875,26.04,18.91
1550,2015-12-07T16:00:00Z,2015-12-07T17:00:00+0100,18.9222,168.1284,28.2282,2390.95424302,706.33027151,26.0568,18.9222
1551,2015-12-07T17:00:00Z,2015-12-07T18:00:00+0100,18.9344,168.2368,28.2464,2391.44057216,707.07148608,26.0736,18.9344
